zips/2025091118/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Todd-Road-Intersection-Improvements_CEQA_Initial_Study_MND-Sept2025.PDF:congested-headed hayfield tarplant (Hemizonia congesta ssp. congesta). Congested-headed
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Layia munzii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lepidium jaredii ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Madia radiata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Monolopia congdonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Puccinellia simplex
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Stylocline citroleum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Layia heterotricha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia glabrata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Trichostema ovatum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:6.1.1 California Jewelflower (Caulanthus californicus)................................................. 6-19
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:6.1.2 San Joaquin Woollythreads (Monolopia congdonii) ............................................ 6-19
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:6.1.3 Kern Mallow (Eremalche parryi ssp. kernensis).................................................. 6-19
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:6.2.1 Recurved larkspur (Delphinium recurvatum)....................................................... 6-20
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:6.2.2 Lemmon's jewelflower (Caulanthus lemmonii) .................................................... 6-20
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:California jewelflower (Caulanthus californicus) – FE
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:San Joaquin woollythreads (Monolopia congdonii) – FE
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:California jewelflower (Caulanthus californicus) – SE
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Allium howellii var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Caulanthus californicus
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Caulanthus lemmonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Clarkia xantiana ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Delphinium recurvatum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eremalche parryi ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eriastrum hooveri
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Canbya candida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex flavida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eriogonum gossypinum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eschscholzia lemmonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Fritillaria agrestis
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia chrysantha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia ferrisiae
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eriogonum nudum var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia glabrata ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Madia radiata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Monolopia congdonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Puccinellia simplex
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Stylocline citroleum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lepidium jaredii ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Layia munzii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Layia heterotricha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Trichostema ovatum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:California Jewelflower (Caulanthus californicus)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:San Joaquin Woollythreads (Monolopia congdonii)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Kern Mallow (Eremalche parryi ssp. kernensis)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Recurved larkspur (Delphinium recurvatum)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lemmon's jewelflower (Caulanthus lemmonii)
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Allium howellii var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Astragalus macrodon
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Androsace elongata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex coronata var.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Caulanthus lemmonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Clarkia xantiana ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Canbya candida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Atriplex flavida
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eriogonum nudum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eriastrum hooveri
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eremalche parryi ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Fritillaria agrestis
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia chrysantha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia ferrisiae
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia glabrata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Layia heterotricha
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Layia munzii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Madia radiata
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Monolopia congdonii
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Puccinellia simplex
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Stylocline citroleum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Trichostema ovatum
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lepidium jaredii ssp.
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:April. A reference site for California jewelflower (Caulanthus californicus) was not visited in 2023;
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Eremalche parryi
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:(Monolopia congdonii) was observed at a reference site near the Project site 2.7 miles north, none
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Astragalus didymocarpus var. didymocarpus
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Astragalus lentiginosus
zips/2025091141/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Draft ISMND Westside Trend Exploration Well Project Bidr LLC.PDF:Lasthenia californica
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:a potential to occur of “none” or “not expected”. Mesa horkelia, Horkelia cuneata var. puberula, and
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:thread-leaved brodiaea, Brodiaea filifolia.
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Sagittaria sanfordii
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Carex comosa
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Schoenus nigricans
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Calochortus weedii
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Lilium humboldtii
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Helianthus nuttallii
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Senecio aphanactis
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Berberis nevinii
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Opuntia basilaris
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Astragalus hornii
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Quercus durata
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Ribes divaricatum
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Phacelia stellaris
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Juglans californica
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Chorizanthe parryi
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Chorizanthe xanti
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Horkelia cuneata
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Lycium parishii
zips/2025091142/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Appendix C - Biological Report.PDF:Brodiaea filifolia
