zips/2024100489/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/PLNP2023-00203_Initial Study-MND.PDF:sycamore (Platanus racemosa), California black walnut (Juglans californica), Oregon ash
zips/2024100489/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/PLNP2023-00203_Initial Study-MND.PDF:racemosa), California black walnut (Juglans californica), Oregon ash (Fraxinus latifolia),
zips/2024100488/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exh B-2 Biologist Ceanothus Inspection Ltr_ocr.PDF:(Ceanothus purpureus), a CNPS Rank 1B.2 plant with sensitive regulatory status, had
zips/2024100488/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Exh B-2 Biologist Ceanothus Inspection Ltr_ocr.PDF:Wavyleaf ceanothus (Ceanothus foliosus var. foliosus) now provides extensive cover in
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea calycosa ssp. rhizomata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malachroides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium buckwestiorum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium trichocalyx
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Usnea longissima
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Burke's Goldfields Lasthenia burkei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Contra Costa Goldfields Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lassics Lupine Lupinus constancei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Monterey Clover Trifolium trichocalyx
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Showy Indian Clover Trifolium amoenum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Acanthoscyphus parishii var. abramsii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Allium howellii var. clokeyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Aphanisma blitoides
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus didymocarpus var. milesianus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus pycnostachyus var. lanosissimus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Atriplex coulteri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Atriplex pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calochortus fimbriatus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calochortus palmeri var. palmeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calochortus plummerae
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Caulanthus lemmonii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Centromadia parryi ssp. australis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Chaenactis glabriuscula var. orcuttiana
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Delphinium umbraculorum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Fritillaria ojaiensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia cuneata var. puberula
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Imperata brevifolia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia glabrata ssp. coulteri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Layia heterotricha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lepidium virginicum var. robinsonii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lonicera subspicata var. subspicata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Monardella hypoleuca ssp. hypoleuca
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Monardella linoides ssp. oblonga
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Muhlenbergia utilis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Navarretia ojaiensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Navarretia peninsularis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Nolina cismontana
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pseudognaphalium leucocephalum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Quercus dumosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sagittaria sanfordii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea neomexicana
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Streptanthus campestris
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:California Orcutt Grass Orcuttia californica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Marsh Sandwort Arenaria paludicola
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Spreading Navarretia Navarretia fossalis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Abronia umbellata var. breviflora
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Agrostis blasdalei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Allium peninsulare var. franciscanum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Alopecurus aequalis var. sonomensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Amorpha californica var. napensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Amsinckia lunaris
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arctostaphylos montana ssp. montana
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arctostaphylos virgata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Baker's Larkspur Delphinium bakeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus pycnostachyus var. pycnostachyus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Astragalus tener var. tener
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Blennosperma bakeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Blennosperma nanum var. robustum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calamagrostis crassiglumis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calystegia purpurata ssp. saxicola
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cardamine angulata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex leptalea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex lyngbyei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja affinis var. neglecta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja ambigua var. humboldtiensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ceanothus decornutus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ceanothus gloriosus var. porrectus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Ceanothus masonii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Centromadia parryi ssp. parryi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Chloropyron maritimum ssp. palustre
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Chorizanthe cuspidata var. cuspidata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Chorizanthe cuspidata var. villosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Chorizanthe valida
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cicuta maculata var. bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cirsium andrewsii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cirsium hydrophilum var. vaseyi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Clarkia concinna ssp. raichei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Delphinium bakeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Delphinium luteum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Dirca occidentalis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Entosthodon kochii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erigeron supplex
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Eriogonum luteolum var. caninum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erysimum concinnum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Fritillaria liliacea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. chamissonis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. tomentosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia millefoliata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hemizonia congesta ssp. congesta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperevax sparsiflora var. brevifolia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperolinon congestum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Heteranthera dubia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia cuneata var. sericea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Horkelia marinensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hypogymnia schizidiata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia burkei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. bakeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. macrantha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia conjugens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Layia carnosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Leptosiphon rosaceus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lessingia micradenia var. micradenia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lilium maritimum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lilium pardalinum ssp. pitkinense
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Limnanthes douglasii ssp. sulphurea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Limnanthes vinculans
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lupinus tidestromii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Microseris paludosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Monardella sinuata ssp. nigrescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Navarretia rosulata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Phacelia insularis var. continentis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Plagiobothrys mollis var. vestitus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pleuropogon hooverianus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Polygonum marinense
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Potentilla uliginosa
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Quercus parvula var. tamalpaisensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Rhynchospora californica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sagittaria sanfordii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea calycosa ssp. rhizomata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea hickmanii ssp. viridis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Sidalcea malviflora ssp. purpurea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Silene scouleri ssp. scouleri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Stebbinsoseris decipiens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Streptanthus anomalus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Streptanthus batrachopus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Streptanthus glandulosus ssp. pulchellus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Thamnolia vermicularis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium amoenum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium buckwestiorum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium hydrophilum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Trifolium polyodon
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Triphysaria floribunda
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Triquetrella californica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Abronia umbellata var. breviflora
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Anthoxanthum nitens ssp. nitens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arabis aculeolata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Arabis mcdonaldiana
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Asplenium trichomanes ssp. trichomanes
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Boechera koehleri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calamagrostis crassiglumis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calicium adspersum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Calystegia atriplicifolia ssp. buttensis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cardamine angulata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cardamine nuttallii var. gemmata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex arcta
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex lyngbyei
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex praticola
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex serpenticola
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Carex viridula ssp. viridula
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cascadia nuttallii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja elata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Castilleja litoralis
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Cochlearia groenlandica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Coptis laciniata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Empetrum nigrum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Eriogonum nudum var. paralinum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Eriogonum pendulum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erysimum concinnum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium hendersonii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium howellii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Erythronium oregonum
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Fissidens pauperculus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gentiana setigera
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia capitata ssp. pacifica
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Gilia millefoliata
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Hesperevax sparsiflora var. brevifolia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Kopsiopsis hookeri
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lasthenia californica ssp. macrantha
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lathyrus japonicus
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lathyrus palustris
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lewisia oppositifolia
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lilium occidentale
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Lysimachia europaea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Mitellastra caulescens
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Moneses uniflora
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Monotropa uniflora
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Montia howellii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Oenothera wolfii
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Packera bolanderi var. bolanderi
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Phacelia argentea
zips/2024100483/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/All Projects.PDF:Pinguicula macroceras
