zips/2025100035/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Wells W9 W10 GW Improvements Public Draft ISMND_SCH.PDF:interior live oak (Quercus wislizenii), and scrub oak (Quercus dumosa), regardless of size.
zips/2025100035/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Wells W9 W10 GW Improvements Public Draft ISMND_SCH.PDF:Cuscuta californica
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Astragalus tener var.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Astragalus tener var. titi
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Calyptridium parryi var.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Carex obispoensis
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Carlquistia muirii
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Castilleja ambigua var.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Centromadia parryi ssp.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Chorizanthe minutiflora
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Chorizanthe pungens var.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Cirsium occidentale var.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Clarkia jolonensis
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Collinsia multicolor
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Cordylanthus rigidus
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Ericameria fasciculata
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Eriogonum nortonii
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Eryngium montereyense
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Erysimum ammophilum
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Erysimum menziesii
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Fritillaria falcata
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Fritillaria liliacea
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Galium clementis
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Gilia tenuiflora ssp.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Horkelia cuneata ssp.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Horkelia marinensis
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Lasthenia conjugens
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Layia carnosa
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Lupinus tidestromii
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Malacothrix saxatilis
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Meconella oregana
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Microseris paludosa
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Monardella sinuata ssp.
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Monolopia gracilens
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Pedicularis dudleyi
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Pinus radiata
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Plagiobothrys uncinatus
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Potentilla hickmanii
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Ramalina thrausta
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Rosa pinetorum
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Sanicula maritima
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Stebbinsoseris decipiens
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Sulcaria spiralifera
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Tortula californica
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Trifolium buckwestiorum
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Trifolium hydrophilum
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Trifolium polyodon
zips/2025100063/Draft Environmental Document [Draft IS, NOI_NOA_Public notices, OPR Summary Form, Appx,]/Carmel Valley Fuelbreak SC Draft IS 9-23-2025 OCR.PDF:Trifolium trichocalyx
